pl_name,hostname,pl_bmasse,pl_rade,pl_orbper,discoverymethod,disc_year,st_teff,st_rad
K2-114 b,K2-114,638.83509807,10.59248676,11.390931,Transit,2017,4899.0,0.832
Kepler-100 b,Kepler-100,4.01,1.34,6.88734,Transit,2014,5837.0,1.51
tau Gem b,tau Gem,6547.0,12.1,305.5,Radial Velocity,2013,4388.0,26.8
Kepler-265 c,Kepler-265,7.41,2.63,17.028937,Transit,2014,5835.0,1.103
K2-190 b,K2-190,2.41,1.35673729,10.098858,Transit,2018,5631.0,0.912206
Kepler-1921 c,Kepler-1921,2.57,1.41,3.15722086,Transit,2023,6120.0,2.0
CoRoT-19 b,CoRoT-19,352.78,14.46,3.89713,Transit,2011,6090.0,1.65
HD 110537 b,HD 110537,8612.83200129,11.9,24469.67342,Radial Velocity,2022,5718.0,1.16626
Kepler-788 b,Kepler-788,7.04,2.55,8.39846269,Transit,2016,6159.0,1.23
K2-390 b,K2-390,19.6,4.662,3.312792,Transit,2022,5558.0,0.966
WASP-69 b,WASP-69,82.58,11.21,3.86813881,Transit,2014,4792.0,0.801
Kepler-336 b,Kepler-336,1.04,1.02,2.024823,Transit,2014,5867.0,1.304
HIP 48714 b,HIP 48714,22.9,5.11,17.818,Radial Velocity,2020,4015.5,0.595456
Kepler-154 b,Kepler-154,5.73,2.26,33.040532,Transit,2014,5690.0,1.001
Kepler-1225 b,Kepler-1225,3.97,1.82,7.01075434,Transit,2016,6140.0,1.19
Kepler-1708 b,Kepler-1708,1462.0106722,9.96,737.1131,Transit,2021,6157.0,1.117
Kepler-332 c,Kepler-332,1.32,1.09,15.995622,Transit,2014,4955.0,0.72
WASP-173 A b,WASP-173 A,1172.7927,13.4508,1.38665318,Transit,2018,5800.0,1.11
TOI-4010 b,TOI-4010,11.0,3.02,1.348335,Transit,2023,4960.0,0.83
WASP-71 b,WASP-71,441.7837,13.22662,2.90367,Transit,2012,6050.0,1.82
Kepler-66 b,Kepler-66,8.25,2.8,17.815815,Transit,2013,5962.0,0.966
Kepler-755 b,Kepler-755,3.75,1.76,1.269090374,Transit,2016,5043.0,0.77
Kepler-1785 b,Kepler-1785,7.77,2.70422447,19.58550072,Transit,2021,5618.0,0.996
TOI-2654 b,TOI-2654,48.4,7.94454164,2.96760425926,Transit,2026,4594.08,0.756095
GJ 9773 b,GJ 9773,172.580825,14.2,2965.0,Radial Velocity,2025,3528.0,0.362
Kepler-247 d,Kepler-247,14.7,3.94,20.477912,Transit,2014,5100.0,0.768
Kepler-1552 b,Kepler-1552,6.66,2.47,184.771853,Transit,2016,5202.0,0.78
Kepler-549 c,Kepler-549,8.91,2.93,117.040498,Transit,2016,5360.0,0.84
Kepler-130 d,Kepler-130,3.33,1.64,87.517905,Transit,2014,5884.0,1.127
HD 24040 c,HD 24040,63.88350981,9.35,515.4,Radial Velocity,2021,5776.49,1.387296
Kepler-304 b,Kepler-304,8.55,2.86,3.295709,Transit,2014,4731.0,0.687
TOI-1416 b,TOI-1416,3.48,1.62,1.0697568,Transit,2023,4884.0,0.793
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,349.6112477,13.7,4700.0,Microlensing,2023,,
Kepler-2000 b,Kepler-2000,7.9,2.73,6.383159135,Transit,2023,3757.0,0.576
Kepler-327 c,Kepler-327,20.3,1.03,5.212333,Transit,2014,3799.0,0.492
LSPM J2116+0234 b,LSPM J2116+0234,13.3,3.71,14.4399,Radial Velocity,2019,3475.0,0.431
Kepler-1371 c,Kepler-1371,0.196,0.64,2.00541269,Transit,2016,5361.0,0.83
BD+20 274 b,BD+20 274,1334.886,13.0,578.2,Radial Velocity,2012,4296.0,17.3
Kepler-538 b,Kepler-538,12.9,2.215,81.73778,Transit,2016,5534.0,0.8717
HD 189567 c,HD 189567,7.0,2.54,33.688,Radial Velocity,2021,5726.0,1.04
HAT-P-62 b,HAT-P-62,241.86741773,12.02723629,2.6453235,Transit,2021,5629.0,1.17
TOI-3896 b,TOI-3896,10.1,3.14949237,4.37730369667,Transit,2026,5110.91,0.747752
Kepler-443 b,Kepler-443,6.04,2.33,177.6693,Transit,2015,4723.0,0.706
TOI-530 b,TOI-530,127.1313628,9.30345398,6.387597,Transit,2021,3659.0,0.54
GJ 676 A b,GJ 676 A,1840.86213334,12.8,1051.44521,Radial Velocity,2010,3734.0,0.69
WASP-175 b,WASP-175,314.6517,13.540472,3.0652907,Transit,2019,6229.0,1.204
Kepler-127 c,Kepler-127,7.56,2.66,29.393195,Transit,2014,6106.0,1.359
HD 1605 c,HD 1605,1150.5446,13.0,2149.0,Radial Velocity,2015,4915.0,3.49
HIP 14810 b,HIP 14810,1239.537,13.0,6.673892,Radial Velocity,2005,5544.0,1.07
LHS 1678 b,LHS 1678,0.35,0.685,0.8602325,Transit,2021,3490.0,0.329
Kepler-42 b,Kepler-42,0.705944,0.78,1.2137672,Transit,2011,3068.0,0.17
HD 141937 b,HD 141937,3591.4609991,12.4,662.37,Radial Velocity,2002,5870.0,1.03
TOI-1518 b,TOI-1518,581.62598481,21.05046575,1.90261131,Transit,2021,7299.0,1.942
Kepler-388 b,Kepler-388,0.457,0.81,3.173315,Transit,2014,4498.0,0.586
TOI-2458 c,TOI-2458,10.22,3.18,16.553,Radial Velocity,2024,6005.0,1.31
HD 18599 b,HD 18599,24.1,2.6,4.1374354,Transit,2022,5145.0,0.767
Kepler-1301 b,Kepler-1301,2.54,1.4,9.08237046,Transit,2016,5188.0,0.81
Kepler-879 c,Kepler-879,0.0364,0.4,0.646716,Transit,2024,5456.75,1.022
HD 73583 b,HD 73583,10.2,2.79,6.398042,Transit,2022,4511.0,0.65
Kepler-784 c,Kepler-784,3.02,1.55,17.157236,Transit,2023,5676.0,1.487
Kepler-1216 b,Kepler-1216,2.51,1.39,4.37034536,Transit,2016,5743.0,0.98
Kepler-149 c,Kepler-149,3.22,1.61,55.328328,Transit,2014,5381.0,0.953
HD 33142 d,HD 33142,63.5656814,9.32,89.9,Radial Velocity,2022,5025.4,4.17
Kepler-1896 b,Kepler-1896,9.8,3.09935997,44.87020111,Transit,2021,6122.0,0.996
TOI-5218 b,TOI-5218,657.0,9.86,4.291452,Transit,2024,4230.0,0.708
Kepler-653 b,Kepler-653,4.46,1.95,14.70748976,Transit,2016,5665.0,1.19
TOI-771 c,TOI-771,2.87,1.5,7.61,Radial Velocity,2025,3370.0,0.232
Kepler-714 b,Kepler-714,67.6,9.67,8.098887986,Transit,2016,5995.0,1.12
TOI-1718 b,TOI-1718,15.8,4.10824994,5.58703768615,Transit,2026,5304.91,0.939285
Kepler-1458 b,Kepler-1458,8.05,2.76,47.9872764,Transit,2016,5653.0,0.94
TOI-4364 b,TOI-4364,4.7,2.01,5.424019,Transit,2025,3528.0,0.4684
K2-57 b,K2-57,5.94,2.30905002,9.0073,Transit,2016,4413.0,0.671
Kepler-481 b,Kepler-481,6.8,2.5,10.06082567,Transit,2016,5802.0,1.09
Kepler-1419 b,Kepler-1419,8.55,2.86,42.5215895,Transit,2016,5796.0,1.01
HD 95338 b,HD 95338,42.9,4.27174254,55.082694,Radial Velocity,2020,5097.0,0.868
Kepler-1112 b,Kepler-1112,9.38,3.02,14.36267939,Transit,2016,6496.0,1.54
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,11.3,3.37,,Microlensing,2022,,
Kepler-345 c,Kepler-345,2.2,1.2,9.387427,Transit,2014,4504.0,0.623
KOI-142 c,KOI-142,214.1,14.0,22.26492,Transit Timing Variations,2013,5466.0,0.897
HD 148427 b,HD 148427,381.3940884,13.7,331.9,Radial Velocity,2009,5025.0,3.86
Kepler-271 c,Kepler-271,0.809,0.95,7.41086267,Transit,2014,5555.0,0.87
Pr0211 b,Pr0211,597.5204,13.4,2.1461,Radial Velocity,2012,5300.0,0.827
EPIC 201427007 b,EPIC 201427007,2.86,1.5,0.72091,Transit,2021,5633.0,0.94
Kepler-372 c,Kepler-372,5.02,2.09,20.053763,Transit,2014,6509.0,1.137
Kepler-338 c,Kepler-338,6.08,2.34,24.310856,Transit,2014,5923.0,1.735
TOI-4156 b,TOI-4156,6.98,2.53823825,4.46189034133,Transit,2026,5971.64,1.03963
GJ 3998 c,GJ 3998,6.82,2.5,13.727,Radial Velocity,2016,3726.0,0.5
HD 137388 b,HD 137388,63.566,9.32,330.0,Radial Velocity,2011,5181.0,0.88
Kepler-1673 b,Kepler-1673,8.93,2.9355194,33.7888,Transit,2020,6014.95,1.13166
Kepler-1868 b,Kepler-1868,10.1,3.14950109,211.0339966,Transit,2021,4658.0,0.686
HD 87883 b,HD 87883,2005.49724817,12.7,3006.0,Radial Velocity,2009,4980.0,0.798557
Kepler-740 b,Kepler-740,18.9,4.57,3.584101216,Transit,2016,5438.0,0.87
Kepler-1322 c,Kepler-1322,5.29,2.15492527,6.459980011,Transit,2021,5704.0,0.804
HD 63935 b,HD 63935,10.5,2.91575244,9.058807,Transit,2021,5513.0,0.9598
Kepler-379 b,Kepler-379,3.39,1.66,20.09838,Transit,2014,6054.0,1.306
HD 216435 b,HD 216435,400.4,13.7,1311.0,Radial Velocity,2002,5999.0,1.800029
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,14.1,3.84,,Microlensing,2006,,
HATS-76 b,HATS-76,835.570882,12.09449018,1.9416423,Transit,2021,4016.0,0.6259
Kepler-1211 b,Kepler-1211,7.04,2.55,11.01816836,Transit,2016,5705.0,0.94
HAT-P-33 b,HAT-P-33,292.4036,20.73665,3.47447,Transit,2011,6446.0,1.79
HD 12235 c,HD 12235,3135.69506346,12.5,36336.70679,Radial Velocity,2022,5986.0,1.80185
CoRoT-26 b,CoRoT-26,165.26,14.12,4.20474,Transit,2013,5590.0,1.79
Kepler-1161 b,Kepler-1161,5.18,2.13,10.71252541,Transit,2016,4253.0,0.57
Kepler-224 e,Kepler-224,4.54,1.97,18.643577,Transit,2014,5018.0,0.676
mu Leo b,mu Leo,762.8,13.3,357.8,Radial Velocity,2014,4538.2,11.4
WASP-176 b,WASP-176,271.74465,16.869545,3.899052,Transit,2020,5941.0,1.925
WASP-65 b,WASP-65,492.62,12.464,2.3114243,Transit,2013,5600.0,1.01
EPIC 220554210 c,K2-282,3.19,1.6,0.70531,Transit,2019,5499.0,1.0
HD 60292 b,HD 60292,2065.895,12.7,495.4,Radial Velocity,2020,4348.0,27.0
HD 2685 b,HD 2685,371.8611,16.14096,4.12688,Transit,2019,6801.0,1.56
HIP 12961 b,HIP 12961,114.4188,13.2,57.435,Radial Velocity,2010,3901.0,0.65
TOI-1346 b,TOI-1346,6.3,2.39,1.7622538,Transit,2025,5099.0,0.78
K2-53 b,K2-53,7.27,2.6,12.20772,Transit,2016,5263.0,0.807
WASP-117 b,WASP-117,95.349,11.88154,10.02165,Transit,2014,6040.0,1.22
Kepler-363 d,Kepler-363,4.86,2.05,11.932125,Transit,2014,5593.0,1.485
K2-37 b,K2-37,2.51,1.39,4.4434,Transit,2016,5352.0,0.809
Kepler-12 b,Kepler-12,137.30256,19.660586,4.4379629,Transit,2011,5947.0,1.483
Kepler-1594 b,Kepler-1594,1.2,1.06,2.71603809,Transit,2016,5946.0,1.08
HD 4917 b,HD 4917,513.29545,13.5,400.5,Radial Velocity,2018,4802.0,5.01
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,9057.77,11.9,246.36,Astrometry,2013,,
HIP 65407 b,HIP 65407,136.03124,14.3,28.125,Radial Velocity,2016,5460.0,0.952252
Kepler-1149 b,Kepler-1149,2.67,1.44,3.73089898,Transit,2016,5833.0,1.01
Gaia-1 b,Gaia-1,533.95172376,13.77583728,3.052524,Transit,2022,5470.0,0.952
Kepler-1527 b,Kepler-1527,20.4,4.77,160.129918,Transit,2016,6224.0,1.32
Kepler-986 b,Kepler-986,6.17,2.36,56.4349938,Transit,2016,5642.0,0.98
Kepler-1070 b,Kepler-1070,3.64,1.73,6.2216147,Transit,2016,6261.0,1.32
TOI-2109 b,TOI-2109,1595.49860314,15.098497,0.67247414,Transit,2021,6540.0,1.698
HD 31527 b,HD 31527,10.47,3.22,16.5535,Radial Velocity,2019,5898.0,1.073694
Kepler-286 d,Kepler-286,2.33,1.33,5.914323,Transit,2014,5580.0,0.863
Kepler-1141 b,Kepler-1141,0.477,0.82,2.344511944,Transit,2016,5791.0,1.07
Kepler-1980 b,Kepler-1980,5.52,2.21,33.0257179,Transit,2023,5819.0,0.99
Kepler-733 b,Kepler-733,8.35,2.82,20.83424726,Transit,2016,5418.0,0.86
LTT 3780 c,LTT 3780,8.04,2.39,12.252284,Transit,2020,3358.0,0.38
TOI-4405 b,TOI-4405,7.06,2.55505441,5.92143995316,Transit,2026,4467.38,0.687025
Kepler-1845 b,Kepler-1845,6.52,2.43836702,11.60649967,Transit,2021,4703.0,0.701
HD 168443 b,HD 168443,2424.3950886,12.6,58.11187,Radial Velocity,1998,5491.0,1.711479
TOI-5938 b,TOI-5938,14.0,3.82,2.260424,Transit,2026,4650.0,0.712
TOI-561 e,TOI-561,12.4,2.517,77.144,Transit,2020,5342.0,0.843
Kepler-1034 b,Kepler-1034,5.73,2.26,12.12400943,Transit,2016,5198.0,0.8
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,295.89824692,13.8,,Microlensing,2016,,
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,308.29355479,13.8,,Microlensing,2022,,
Kepler-1286 b,Kepler-1286,5.27,2.15,11.25402929,Transit,2016,5753.0,0.98
K2-189 b,K2-189,2.55,1.403,2.58812,Transit,2018,5442.0,0.879
HD 13724 c,HD 13724,50.85254512,8.18,142.22895,Radial Velocity,2022,5835.31,1.04198
Kepler-643 b,Kepler-643,321.0083,10.16,16.33889626,Transit,2016,4908.0,2.52
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,46.1,7.72,,Microlensing,2012,,
CoRoT-7 c,CoRoT-7,8.4,2.83,3.698,Radial Velocity,2009,5256.0,0.864273
Kepler-51 b,Kepler-51,2.1,7.1,45.154,Transit,2012,6018.0,0.94
Kepler-318 b,Kepler-318,19.9,4.71,4.662715,Transit,2014,5746.0,1.189
HD 185269 b,HD 185269,321.0083,13.8,6.83776,Radial Velocity,2006,5923.0,2.0
Kepler-47 b,Kepler-47,2.07,3.05,49.4643,Transit,2012,5636.0,0.936
HD 156098 b,HD 156098,15.89142035,4.12,21.85849,Radial Velocity,2022,6419.19,2.75716
HD 190007 b,HD 190007,15.5,4.06,11.724128,Radial Velocity,2020,4610.0,0.79
TOI-2095 c,TOI-2095,7.4,1.33,28.17232,Transit,2023,3759.0,0.44
HD 155358 c,HD 155358,261.0,13.9,391.9,Radial Velocity,2007,5900.0,1.38
Kepler-1603 b,Kepler-1603,2.21,1.29,2.27163926,Transit,2016,6241.0,1.31
Kepler-732 b,Kepler-732,5.39,2.18,9.467814048,Transit,2016,3631.0,0.46
HATS-27 b,HATS-27,168.4499,16.8135,4.637038,Transit,2016,6438.0,1.74
HD 32963 b,HD 32963,657.90480249,13.4,2372.0,Radial Velocity,2015,5727.0,1.111044
Kepler-1860 b,Kepler-1860,1.55,1.13863767,12.73719978,Transit,2021,5420.0,0.868
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,120.0,13.6,,Microlensing,2015,,
HD 29399 b,HD 29399,498.99059899,13.5,892.7,Radial Velocity,2022,4845.0,4.5
XO-3 b,XO-3,4217.58296089,14.79585452,3.19152309,Transit,2007,6970.0,1.523
Kepler-1040 b,Kepler-1040,4.98,2.08,201.1214,Transit,2016,5694.0,0.96
TOI-5882 b,TOI-5882,6995.40323807,11.46678726,7.148972,Transit,2025,5920.0,2.26
TOI-4511 b,TOI-4511,8.01,2.75304932,10.98090968596,Transit,2026,5418.77,1.00145
KOI-134 c,KOI-134,69.92224954,9.86,33.95,Transit Timing Variations,2025,6160.0,1.667
HD 110067 e,HD 110067,3.9,1.94,30.793091,Transit,2023,5266.0,0.788
Kepler-542 b,Kepler-542,3.09,1.57,13.14497566,Transit,2016,5526.0,0.9
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,16.35,4.19,,Microlensing,2025,,
Kepler-1683 b,Kepler-1683,4.17,1.87477762,15.0337,Transit,2020,5429.0,0.900327
HD 23472 c,HD 23472,3.41,1.87,29.79749,Transit,2019,4684.0,0.71
Kepler-285 c,Kepler-285,1.46,1.12,6.186676,Transit,2014,5411.0,0.808
HD 17092 b,HD 17092,3219.6179,12.5,359.89999,Radial Velocity,2007,4326.0,13.58
Kepler-339 c,Kepler-339,7.3,1.15,6.988055,Transit,2014,5631.0,0.802
Kepler-310 c,Kepler-310,11.4,3.38,56.47542,Transit,2014,5797.0,0.876
HD 1690 b,HD 1690,2793.7257,12.5,533.0,Radial Velocity,2010,4374.0,21.66
Kepler-1398 b,Kepler-1398,0.666,0.9,2.78815679,Transit,2016,6126.0,1.18
NGTS-8 b,NGTS-8,295.5819,12.21781,2.4997,Transit,2019,5241.0,0.98
HD 3765 b,HD 3765,54.98431441,8.56,1211.0,Radial Velocity,2021,5049.8,0.83061
KOBE-1 c,KOBE-1,12.4,3.56,29.671,Radial Velocity,2025,4135.0,0.619
TOI-6420 b,TOI-6420,2606.1929374,11.93756445,6.961508,Transit,2025,6020.0,1.312
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,368.68095212,13.7,,Microlensing,2023,,
Kepler-970 b,Kepler-970,7.31,2.609,16.736525,Transit,2016,4290.0,0.71
TOI-5388.01,TOI-5388,2.2,0.99,2.5946748,Transit,2024,3440.0,0.3
HD 45364 c,HD 45364,174.48779544,14.2,345.43,Radial Velocity,2008,5466.0,0.89
HAT-P-70 b,HAT-P-70,2154.8874,20.96083,2.74432452,Transit,2019,8450.0,1.858
Kepler-69 c,Kepler-69,3.57,1.71,242.4613,Transit,2013,5638.0,0.93
HD 218566 b,HD 218566,63.566,9.32,225.7,Radial Velocity,2010,4730.0,0.85
Kepler-454 b,Kepler-454,5.4,2.37,10.5737534,Transit,2015,5687.0,1.066
BD+63 1405 b,BD+63 1405,3305.4154328,12.4,1198.48,Radial Velocity,2021,5000.0,0.804724
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,18.0,4.43,,Microlensing,2018,,
Kepler-311 c,Kepler-311,2.63,1.43,19.738286,Transit,2014,5905.0,1.188
Kepler-943 b,Kepler-943,29.5,5.93,49.7701438,Transit,2016,5612.0,0.91
HD 113538 c,HD 113538,295.57,13.8,1818.0,Radial Velocity,2010,4462.0,0.53
Kepler-836 b,Kepler-836,7.9,2.73,11.36112327,Transit,2016,5895.0,1.04
TOI-122 b,TOI-122,7.85,2.72,5.07803,Transit,2020,3403.0,0.334
GJ 900 b,GJ 900 A,3496.112477,12.4,,Imaging,2024,3976.0,0.716187
Kepler-223 c,Kepler-223,5.1,3.44,9.84564,Transit,2014,5803.0,1.72
Kepler-137 b,Kepler-137,2.76,1.47,8.436387,Transit,2014,5187.0,0.802
HD 27894 c,HD 27894,51.48846,8.24,36.07,Radial Velocity,2017,4875.0,0.891767
TOI-5076 b,TOI-5076,16.14568308,3.48935569,23.443162,Transit,2024,4780.0,0.844
KOI-94 c,KOI-94,15.6,4.32,10.423648,Transit,2013,6182.0,1.52
HD 196067 c,HD 196067,10.4,3.21,4.601088,Radial Velocity,2025,6072.0,1.71
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,225.65816897,14.0,,Microlensing,2022,,
HATS-52 b,HATS-52,711.9392,15.490838,1.36665436,Transit,2017,6010.0,1.046
K2-241 b,K2-241,7.04,2.55,26.8199,Transit,2018,5262.0,0.75
Kepler-250 d,Kepler-250,5.39,2.18,17.648312,Transit,2014,5160.0,0.805
LHS 3844 b,LHS 3844,2.37,1.286,0.462929709,Transit,2019,3080.0,0.189
HD 240237 b,HD 240237,5050.3187,12.2,745.70001,Radial Velocity,2011,3926.0,71.23
TOI-1601 b,TOI-1601,387.0,14.19902343,5.33175,Transit,2021,5982.0,2.195
Kepler-1298 b,Kepler-1298,2.27,1.31,7.12811928,Transit,2016,6339.0,2.0
HD 4732 b,HD 4732,631.2072163,13.4,371.74,Radial Velocity,2012,4898.0,5.03
TOI-237 b,TOI-237,2.67,1.44,5.436098,Transit,2020,3212.0,0.211
HATS-48 A b,HATS-48 A,77.23269,8.9672,3.1316666,Transit,2020,4546.0,0.7152
TOI-1694 b,TOI-1694,28.24,5.27,3.7701389,Transit,2023,5005.0,0.812
K2-155 c,K2-155,7.27,2.6,13.85,Transit,2018,4258.0,0.58
Kepler-289 b,Kepler-289,3.7,2.49,34.5383,Transit,2014,5990.0,1.0
HIP 109600 b,HIP 109600,851.7844,13.2,232.08,Radial Velocity,2016,5530.0,0.971958
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,9.0,2.95,,Microlensing,2018,,
HAT-P-44 b,HAT-P-44,111.871,13.922,4.301219,Transit,2014,5295.0,0.949
eps Ind A b,eps Ind A,2065.8846455,12.7,25450.0,Radial Velocity,2019,4700.0,0.713
Kepler-407 b,Kepler-407,1.93,1.19,0.6693124,Transit,2014,5487.0,1.04
HD 48265 b,HD 48265,2351.9302118,12.6,778.51,Radial Velocity,2008,5733.0,1.901
Kepler-263 b,Kepler-263,7.61,2.67,16.568087,Transit,2014,5265.0,0.785
Kepler-1219 b,Kepler-1219,5.14,2.12,16.10467749,Transit,2016,5944.0,1.94
Kepler-9 b,Kepler-9,43.4,8.29,19.23891,Transit,2010,5774.0,0.958
TOI-836.01,TOI-836,9.6,2.587,8.59545,Transit,2021,4552.0,0.665
Kepler-1574 b,Kepler-1574,2.21,1.29,6.9424334,Transit,2016,5892.0,1.08
Kepler-1411 b,Kepler-1411,8.35,2.82,86.1150888,Transit,2016,5664.0,0.92
TOI-3353.01,TOI-3353,7.59,2.6667555,4.6657965,Transit,2024,6365.0,1.0207
TOI-2180 b,TOI-2180,875.61726129,11.32107051,260.79,Transit,2022,5695.0,1.636
61 Vir c,61 Vir,18.2,4.46,38.021,Radial Velocity,2009,5577.0,0.963
Kepler-1050 c,Kepler-1050,2.79,1.48,21.1284569,Transit,2016,6010.0,1.13
Kepler-1306 b,Kepler-1306,4.31,1.91,16.29595382,Transit,2016,5727.0,0.97
TOI-2200 b,TOI-2200,38.7,6.96310517,2.93602836512,Transit,2026,5036.17,0.826247
K2-285 c,K2-285,15.68,3.53,7.138048,Transit,2018,4975.0,0.787
Kepler-201 c,Kepler-201,8.5,2.85,151.884058,Transit,2014,6065.0,1.229
K2-291 b,K2-291,6.49,1.589,2.225177,Transit,2019,5520.0,0.899
HD 220773 b,HD 220773,460.8,13.6,3724.7,Radial Velocity,2011,5940.0,1.679696
BD-11 4672 b,BD-11 4672,206.5895,14.1,1634.0,Radial Velocity,2014,4550.0,0.639
PSR B0329+54 b,PSR B0329+54,1.97,1.22,10140.0,Pulsar Timing,2017,,
TOI-169 b,TOI-169,251.40353,12.172974,2.2554477,Transit,2020,5880.0,1.288
Kepler-1564 b,Kepler-1564,2.76,1.47,18.0540381,Transit,2016,5528.0,0.9
GJ 536 c,GJ 536,5.89,2.3,32.761,Radial Velocity,2025,3641.0,0.529
K2-243 c,K2-243,4.7,2.01,24.94598,Transit,2018,6570.0,1.39
Kepler-332 d,Kepler-332,1.76,1.18,34.21154,Transit,2014,4955.0,0.72
Kepler-26 c,Kepler-26,6.2,2.72,17.2559,Transit,2011,3914.0,0.512
Kepler-102 f,Kepler-102,4.3,0.861,27.453592,Transit,2014,4909.0,0.724
Kepler-1147 b,Kepler-1147,7.32,2.61,10.62784997,Transit,2016,5941.0,1.14
Kepler-10 b,Kepler-10,3.24,1.47,0.8374907,Transit,2011,5708.0,1.065
HD 94834 b,HD 94834,400.4658,13.7,1576.0,Radial Velocity,2018,4798.0,4.2
Kepler-271 d,Kepler-271,0.219,0.66,5.24972541,Transit,2016,5555.0,0.87
TOI-1233.01,HD 108236,6.98,2.539,14.175685,Transit,2021,5660.0,0.877
K2-292 b,K2-292,24.5,2.63,16.9841,Transit,2019,5725.0,1.09
TOI-2071 b,TOI-2071,7.1,2.56484195,5.67395386982,Transit,2026,5755.41,1.00286
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,92.0,11.6,,Microlensing,2017,,
K2-157 c,K2-157,30.8,6.08,25.942,Radial Velocity,2025,5334.0,0.86
Kepler-736 b,Kepler-736,8.91,2.93,3.60147201,Transit,2016,5217.0,0.81
HD 221585 b,HD 221585,511.7063,13.5,1173.0,Radial Velocity,2016,5620.0,1.850575
XO-2 N b,XO-2 N,199.91507,11.130537,2.61585906,Transit,2007,5290.0,0.998
4 UMa b,4 UMa,2511.48007211,12.6,270.27,Radial Velocity,2006,4415.0,18.11
Kepler-1318 b,Kepler-1318,9.85,3.11,213.257663,Transit,2016,4598.0,0.7
K2-69 b,K2-69,5.99,2.32,7.06599,Transit,2016,4127.0,0.491
HD 43197 c,HD 43197,2500.67390628,12.6,9295.9735,Radial Velocity,2022,5508.0,1.0
TOI-712 d,TOI-712,6.68,2.474,84.8396,Transit,2022,4622.0,0.674
NGTS-18 b,NGTS-18,129.99181846,13.56286665,3.05125,Transit,2021,5610.0,1.392
Kepler-1046 b,Kepler-1046,3.57,1.71,14.37508035,Transit,2016,5913.0,1.04
Kepler-1361 b,Kepler-1361,0.566,0.86,3.57554956,Transit,2016,5131.0,0.79
Kepler-1454 b,Kepler-1454,4.19,1.88,47.0319479,Transit,2016,5448.0,0.86
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,232.01473711,14.0,,Microlensing,2022,,
K2-58 b,K2-58,7.65,2.68,7.05254,Transit,2016,5413.0,0.86
Kepler-301 c,Kepler-301,2.39,1.35,5.419026,Transit,2014,5815.0,0.9
K2-229 b,K2-229,2.55,1.0,0.584216,Transit,2018,5315.0,0.79
Kepler-536 b,Kepler-536,9.8,3.1,1.827082299,Transit,2016,5524.0,0.89
Kepler-971 b,Kepler-971,5.18,2.13,9.59070716,Transit,2016,5431.0,0.85
Kepler-1148 b,Kepler-1148,3.5,1.69,1.104463509,Transit,2016,5054.0,0.77
Kepler-1927 b,Kepler-1927,11.5,3.40627075,73.75039673,Transit,2021,6056.0,2.481
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,6674.396547,12.1,,Microlensing,2025,,
TOI-5293 A b,TOI-5293 A,170.4,11.9,2.930289,Transit,2023,3586.0,0.52
Kepler-619 b,Kepler-619,10.1,3.16,5.404272197,Transit,2016,5980.0,1.11
Kepler-844 b,Kepler-844,3.46,1.68,2.613020856,Transit,2016,4128.0,0.57
K2-99 b,K2-99,276.51071409,11.88151954,18.24783,Transit,2016,6069.0,2.55
Kepler-124 d,Kepler-124,1.41,1.11,30.950851,Transit,2014,4984.0,0.636
Kepler-1433 b,Kepler-1433,3.05,1.56,4.13592271,Transit,2016,6097.0,1.19
Kepler-419 b,Kepler-419,794.5,10.8,69.7546,Transit,2014,6430.0,1.74
Kepler-81 b,Kepler-81,17.2,2.42,5.955,Transit,2012,4385.0,0.59
HD 142 A d,HD 142,82.63538582,10.9,108.45299,Radial Velocity,2022,6245.0,1.47
Kepler-713 b,Kepler-713,6.71,2.48,7.411141,Transit,2016,5785.0,0.99
Wolf 1061 b,Wolf 1061,1.91,1.21,4.8869,Radial Velocity,2015,3342.0,0.307
Kepler-107 d,Kepler-107,7.7,0.86,7.95839,Transit,2014,5854.0,1.447
Kepler-238 f,Kepler-238,13.5,2.0,50.447,Transit,2013,5800.0,0.96
K2-403 b,K2-403,24.6,5.333,33.589979,Transit,2022,5511.0,0.886
Kepler-758 b,Kepler-758,6.71,2.48,12.1097104,Transit,2016,6228.0,1.42
WASP-41 c,WASP-41,1010.6994,13.1,421.0,Radial Velocity,2015,5545.0,0.87
