pl_name,hostname,pl_bmasse,pl_rade,pl_orbper,discoverymethod,disc_year,st_teff,st_rad
K2-99 c,K2-99,2669.7586188,12.6,522.2,Radial Velocity,2022,6069.0,2.55
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1090.15143601,13.1,,Microlensing,2022,,
Kepler-1085 b,Kepler-1085,41.2,7.22,219.3217528,Transit,2016,6000.0,1.14
HD 156668 b,HD 156668,4.15,1.87,4.6455,Radial Velocity,2010,4850.0,0.72
TOI-1728 b,TOI-1728,26.78,5.05,3.49151,Transit,2020,3980.0,0.6243
Kepler-28 c,Kepler-28,2.06,1.857,8.99,Transit,2011,4499.3,0.664
Kepler-1135 b,Kepler-1135,4.08,1.85,76.957857,Transit,2016,5656.0,0.94
HD 30856 b,HD 30856,491.68301,13.5,847.0,Radial Velocity,2011,4895.0,4.4
Kepler-173 c,Kepler-173,6.48,2.43,8.005777,Transit,2014,6031.0,0.949
TOI-6038 A b,TOI-6038 A,78.5,6.41,5.8267311,Transit,2025,6110.0,1.648
SPECULOOS-3 b,SPECULOOS-3,0.894,0.977,0.71912603,Transit,2024,2800.0,0.123
Kepler-1445 b,Kepler-1445,0.84,0.96,10.60052251,Transit,2016,6150.0,1.26
Kepler-796 b,Kepler-796,2.24,1.3,6.40087618,Transit,2016,5475.0,1.09
WASP-52 b,WASP-52,146.2,14.24,1.7497798,Transit,2012,5000.0,0.79
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,5.59,2.23,,Microlensing,2023,,
XO-2 S b,XO-2 S,82.63538582,10.9,18.22,Radial Velocity,2014,5325.0,1.02
Kepler-1095 b,Kepler-1095,1.92,1.21,4.27103091,Transit,2016,5658.0,0.92
Kepler-1105 b,Kepler-1105,4.7,2.01,4.421572182,Transit,2016,4299.0,0.68
LP 791-18 d,LP 791-18,0.91,1.032,2.75485,Transit,2023,2960.0,0.182
TIC 257060897 b,TIC 257060897,201.50321004,17.26183028,3.66003639,Transit,2021,5993.0,1.863
Kepler-181 b,Kepler-181,2.15,1.27,3.137873,Transit,2014,5333.0,0.749
Kepler-1748 b,Kepler-1748,7.81,2.71275017,5.823520184,Transit,2021,5774.0,0.864
K2-29 b,K2-29,232.0159,13.33871,3.2588321,Transit,2016,5358.0,0.86
Kepler-1347 b,Kepler-1347,1.08,1.03,14.00947528,Transit,2016,5193.0,0.79
Kepler-336 d,Kepler-336,6.21,2.37,20.678772,Transit,2014,5867.0,1.304
OGLE-TR-56 b,OGLE-TR-56,441.77,15.278,1.2119189,Transit,2002,6050.0,1.363
Kepler-1616 b,Kepler-1616,1.04,1.02,6.76284377,Transit,2016,6266.0,1.34
14 And b,14 And,1131.15130051,13.1,186.76,Radial Velocity,2008,4888.0,11.55
xi Aql b,xi Aql,616.90493799,13.4,136.97,Radial Velocity,2007,4841.0,10.86
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,3500.0,12.4,,Microlensing,2012,,
Kepler-37 d,Kepler-37,2.0,2.03,39.7922622,Transit,2013,5357.0,0.789
HD 69830 d,HD 69830,18.1,4.45,197.0,Radial Velocity,2006,5385.0,0.886947
TOI-776 b,TOI-776,5.0,1.798,8.24662,Transit,2020,3725.0,0.547
Kepler-719 b,Kepler-719,54.5,8.52,5.007317779,Transit,2016,5777.0,0.98
HAT-P-28 b,HAT-P-28,198.953,13.585,3.257215,Transit,2011,5680.0,1.103
TOI-1232 c,TOI-1232,58.48042689,8.88,30.356,Transit Timing Variations,2026,5823.0,1.072
Kepler-667 b,Kepler-667,20.1,4.73,41.43962808,Transit,2016,5327.0,0.87
Kepler-772 b,Kepler-772,3.97,1.82,12.99207337,Transit,2016,5714.0,1.11
Kepler-4 b,Kepler-4,24.472,4.002,3.21346,Transit,2009,5857.0,1.487
WASP-56 b,WASP-56,143.0235,10.53646,4.6171,Transit,2012,5600.0,0.96
Kepler-557 b,Kepler-557,7.61,2.67,3.705989551,Transit,2016,6068.0,1.16
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,9217.023803,11.9,,Microlensing,2023,,
Kepler-374 c,Kepler-374,1.37,1.1,3.282807,Transit,2014,5977.0,0.911
Kepler-186 f,Kepler-186,1.71,1.17,129.9441,Transit,2014,3755.0,0.523
HD 147513 b,HD 147513,385.0,13.7,528.4,Radial Velocity,2003,5883.0,0.98
Kepler-351 c,Kepler-351,11.1,3.19,57.24809,Transit,2014,5643.0,0.854
HD 93385 d,HD 93385,8.7,2.89,45.85,Radial Velocity,2021,5977.0,1.18484
TOI-5007 b,TOI-5007,211.03806225,11.07447293,2.543371,Transit,2026,3793.0,0.656
EPIC 206024342 d,EPIC 206024342,7.27,2.6,14.647531,Transit,2021,5724.0,1.1
rho CrB c,rho CrB,27.442,5.68,102.036,Radial Velocity,2016,5817.0,1.3617
GPX-1 b,GPX-1,6261.2196179,16.47720163,1.744579,Transit,2021,7000.0,1.56
EPIC 249893012 b,EPIC 249893012,8.75,1.95,3.5951,Transit,2020,5430.0,1.71
K2-221 b,K2-221,3.46,1.67890272,2.399094,Transit,2018,5716.0,0.947599
Kepler-310 d,Kepler-310,7.0,2.47,92.876125,Transit,2014,5797.0,0.876
Kepler-1585 b,Kepler-1585,3.86,1.79,3.5827463,Transit,2016,5538.0,0.91
HD 23596 b,HD 23596,3786.607641,12.4,1535.11912,Radial Velocity,2003,6040.0,1.53
TOI-6041 b,TOI-6041,28.9,4.55,26.04945,Transit,2025,5445.0,0.879
Kepler-161 c,Kepler-161,3.61,2.05,7.06424,Transit,2014,5078.0,0.806
Kepler-553 c,Kepler-553,2129.4503269,11.57887706,328.24017,Transit,2016,5191.0,0.902
HIP 9618 c,HIP 9618,7.0,3.42855926,52.56363,Transit,2023,5649.0,0.9593
Kepler-1169 b,Kepler-1169,0.779,0.94,6.11009134,Transit,2016,6191.0,1.23
HD 25015 b,HD 25015,2884.92845034,12.5,6134.427,Radial Velocity,2019,5160.0,0.83
Kepler-861 b,Kepler-861,5.82,2.28,3.949631375,Transit,2016,5047.0,0.78
TOI-269 b,TOI-269,8.8,2.77,3.6977104,Transit,2021,3514.0,0.398
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,88.99195396,11.4,,Microlensing,2022,,
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,3769.44490702,12.4,,Microlensing,2026,,
IC 4651 9122 b,IC 4651 9122,2002.329,12.7,734.0,Radial Velocity,2018,4740.1,10.267424
K2-115 b,K2-115,321.00669107,11.80305668,20.2729914,Transit,2017,5870.0,0.855
Kepler-489 b,Kepler-489,46.1,7.72,17.276296119,Transit,2016,5014.0,0.76
Kepler-839 b,Kepler-839,7.13,2.57,37.8144514,Transit,2016,6058.0,1.31
TOI-6393 b,TOI-6393,8.04,2.75958542,9.53176110329,Transit,2026,5008.2,0.766023
K2-342 b,K2-342,4.78,2.03,11.561052,Transit,2021,5920.0,1.09
HD 11506 c,HD 11506,127.1313628,14.0,223.92,Radial Velocity,2008,6123.0,1.24
TOI-5542 b,TOI-5542,419.53349724,11.30986153,75.12375,Transit,2022,5700.0,1.058
Kepler-960 b,Kepler-960,5.86,2.29,3.12686223,Transit,2016,4755.0,0.72
Kepler-261 c,Kepler-261,4.66,2.0,24.570858,Transit,2014,5098.0,0.794
Kepler-348 b,Kepler-348,2.92,1.52,7.05677,Transit,2014,6177.0,1.359
18 Del b,18 Del,2926.24614325,12.5,982.85,Radial Velocity,2008,4980.0,8.8
HD 208897 b,HD 208897,379.48711796,13.7,358.27,Radial Velocity,2017,4860.0,4.98
Kepler-1386 b,Kepler-1386,2.07,1.24,6.73972381,Transit,2016,5733.0,1.03
Kepler-528 b,Kepler-528,4.98,2.08,19.78297415,Transit,2016,5807.0,1.06
TOI-5573 b,TOI-5573,112.0,9.75,8.79758977,Transit,2025,3790.0,0.594
HATS-26 b,HATS-26,206.5895,19.61575,3.3023881,Transit,2016,6071.0,2.04
Kepler-1533 b,Kepler-1533,11.8,3.46,308.5471,Transit,2016,6431.0,1.51
Kepler-102 c,Kepler-102,1.7,0.567,7.071392,Transit,2014,4909.0,0.724
Kepler-215 e,Kepler-215,3.71,1.75,68.16101,Transit,2014,5739.0,1.027
Kepler-394 b,Kepler-394,3.19,1.6,8.005013,Transit,2014,6402.0,1.132
Kepler-820 b,Kepler-820,30.8,6.09,127.8338098,Transit,2016,6260.0,1.36
K2-259 b,K2-259,5.99,2.32,15.48043,Transit,2018,6059.0,1.13
Kepler-1942 b,Kepler-1942,5.13,2.1170287,4.626049995,Transit,2021,5834.0,0.797
Kepler-416 c,Kepler-416,6.13,2.352,12.209,Transit Timing Variations,2014,5718.0,1.075
Kepler-401 c,Kepler-401,5.27,2.15,47.318218,Transit,2014,6117.0,1.333
HD 202206 c,HD 202206,5689.157,12.2,1260.0,Radial Velocity,2004,5766.0,1.04
Kepler-769 c,Kepler-769,3.86,1.79,15.9870174,Transit,2016,6186.0,1.28
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,13.6,3.76,,Microlensing,2024,,
Kepler-417 b,Kepler-417,11.0,2.31,12.331,Transit Timing Variations,2014,5177.0,0.806
Kepler-1483 b,Kepler-1483,2.92,1.52,9.5085156,Transit,2016,6337.0,1.4
HD 13931 b,HD 13931,889.9195396,13.2,4218.0,Radial Velocity,2009,5867.0,1.25
Kepler-608 b,Kepler-608,12.9,3.64,6.412515037,Transit,2016,5820.0,1.01
Kepler-59 b,Kepler-59,4.1,1.1,11.8681707,Transit,2012,6074.0,0.94
GJ 433 b,GJ 433,6.043,2.33,7.3705,Radial Velocity,2013,3461.0,0.5
Kepler-193 b,Kepler-193,6.3,2.39,11.38848,Transit,2014,6335.0,1.147
Kepler-888 b,Kepler-888,3.75,1.76,70.6979061,Transit,2016,5875.0,0.9
NGTS-3 A b,NGTS-3 A,756.4354,16.58932,1.6753728,Transit,2018,5600.0,0.93
Kepler-1972 b,Kepler-1972,2.02,0.802,7.54425,Transit,2022,5818.0,1.384
HD 86065 b,HD 86065,2877.30056857,12.5,25775.78859,Radial Velocity,2022,4927.56,0.780347
EPIC 206024342 b,EPIC 206024342,3.53,1.7,4.50756,Transit,2019,5724.0,0.823
Kepler-799 c,Kepler-799,8.15,2.78068551,15.19419956,Transit,2021,5588.0,1.593
HD 171028 b,HD 171028,832.7146,13.2,550.0,Radial Velocity,2007,5671.0,2.47
Kepler-228 d,Kepler-228,15.4,4.04,11.094286,Transit,2014,6043.0,1.014
HIP 19976 b,HIP 19976,21.61233168,4.94,50.65905,Radial Velocity,2022,4316.0,0.772319
HD 89744 b,HD 89744,2653.8805,12.6,256.78,Radial Velocity,1999,6291.0,2.13257
HD 96992 b,HD 96992,362.3262,13.7,514.0,Radial Velocity,2021,4725.0,7.43
Kepler-1875 b,Kepler-1875,10.5,3.22686692,34.45859909,Transit,2021,6161.0,0.862
Kepler-326 d,Kepler-326,6.9,1.21,6.766888,Transit,2014,5105.0,0.801
bet Pic b,bet Pic,2765.1071409,18.49485,8682.0,Imaging,2008,8038.68,1.54416
Kepler-1642 b,Kepler-1642,10.3,3.2,12.2057513,Transit,2016,5355.0,0.84
K2-355 b,K2-355,5.69,2.25,5.7385647,Transit,2021,5790.0,0.92
K2-231 b,K2-231,6.8,2.5,13.841901,Transit,2018,5695.0,0.95
Kepler-125 c,Kepler-125,0.33,0.74,5.774464,Transit,2014,3810.0,0.512
HD 33142 c,HD 33142,282.86728223,13.9,810.2,Radial Velocity,2016,5025.4,4.17
Kepler-174 c,Kepler-174,2.83,1.49,44.000529,Transit,2014,4880.0,0.622
K2-162 b,K2-162,2.67,1.44,9.45889,Transit,2018,4842.0,0.69
WASP-1 b,WASP-1,271.415,16.623,2.5199454,Transit,2007,6110.0,1.47
Wendelstein-1 b,Wendelstein-1,188.15536,11.5609626,2.663416,Transit,2020,4251.0,0.61
Kepler-1752 b,Kepler-1752,18.7,4.54060463,56.35850143,Transit,2021,5446.0,0.821
KOI-351 f,KOI-351,8.65,2.88,124.9144,Transit,2013,6080.0,1.2
K2-138 d,K2-138,7.92,2.39,5.40479,Transit,2017,5356.3,0.863
Kepler-1615 b,Kepler-1615,4.9,2.06,47.3126192,Transit,2016,5865.0,1.05
Kepler-1289 b,Kepler-1289,2.92,1.52,7.99019627,Transit,2016,6080.0,1.17
HD 34445 g,HD 34445,120.6,13.6,5700.0,Radial Velocity,2017,5836.0,1.38
WASP-41 b,WASP-41,270.1555,12.3299,3.0524,Transit,2011,5545.0,0.83
TOI-1136 d,TOI-1136,8.35,4.627,12.5199,Transit,2022,5770.0,0.968
Kepler-963 c,Kepler-963,0.156,0.6,0.919783,Transit,2024,5169.47,0.928
Kepler-327 d,Kepler-327,3.64,1.73,13.969457,Transit,2014,3799.0,0.492
Kepler-722 c,Kepler-722,8.35,2.82,105.144749,Transit,2016,5863.0,1.05
K2-415 b,K2-415,7.5,1.015,4.0179694,Transit,2023,3173.0,0.1965
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,3248.20631954,12.5,,Microlensing,2022,,
TOI-1803 b,TOI-1803,10.32,2.99,6.293287,Transit,2025,4687.0,0.715
K2-169 b,K2-169,2.16,1.27328671,6.380803,Transit,2018,5548.0,0.919053
HD 203030 b,HD 203030,3496.112477,14.4595851,,Imaging,2006,5603.0,0.856458
HD 164922 b,HD 164922,116.0,13.3,1207.0,Radial Velocity,2005,5390.0,0.946
TOI-2485 b,TOI-2485,766.60211768,12.1393261,11.23479,Transit,2024,6016.4,1.72
HATS-28 b,HATS-28,213.58176,13.383546,3.1810781,Transit,2016,5498.0,0.922
Kepler-1186 b,Kepler-1186,5.6,2.23,16.07677615,Transit,2016,5635.0,0.93
Kepler-618 b,Kepler-618,7.27,2.6,3.595769645,Transit,2016,5860.0,1.08
K2-405 b,K2-405,18.9,4.569,3.435471,Transit,2022,4927.0,0.765
WASP-192 b,WASP-192,731.009,13.78707,2.8786765,Transit,2019,5910.0,1.32
Kepler-342 d,Kepler-342,6.76,2.49,39.459357,Transit,2014,6175.0,1.472
HD 108236 b,HD 108236,3.24,1.615,3.795963,Transit,2020,5660.0,0.877
TOI-1758 b,TOI-1758,6.9,3.62,20.705074685,Transit,2024,5169.0,0.81
HD 98649 b,HD 98649,3082.9355479,12.5,5384.0,Radial Velocity,2012,5759.0,1.01
HR 858 d,HR 858,7.1,2.001,11.230511,Transit,2019,6354.0,1.258
HD 59686 A b,HD 59686 A,2199.3836,12.7,299.36,Radial Velocity,2016,4658.0,13.2
Kepler-979 b,Kepler-979,7.85,2.72,8.0880135,Transit,2016,5310.0,0.83
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,13.98444991,3.82,,Microlensing,2025,,
TOI-1135 b,TOI-1135,58.79825529,9.91994792,8.0277327,Transit,2024,6320.0,1.202
TOI-270 b,TOI-270,1.48,1.28,3.35992,Transit,2019,3506.0,0.38
TOI-2193 A b,TOI-2193 A,298.75870258,19.83989584,2.1225735,Transit,2022,5966.0,1.248
Kepler-1492 b,Kepler-1492,2.83,1.49,16.75255007,Transit,2016,4712.0,0.72
K2-16 b,K2-16,4.74,2.02,7.6188,Transit,2015,4742.0,0.66
DS Tuc A b,DS Tuc A,413.179,5.7,8.138268,Transit,2019,5428.0,0.964
HATS-74 A b,HATS-74 A,464.02947422,11.56766808,1.73185606,Transit,2021,3776.9,0.5758
TOI-4479 b,TOI-4479,8.35,2.82,1.1589,Transit,2022,3400.0,0.451
Kepler-222 d,Kepler-222,13.2,3.69,28.081912,Transit,2014,5433.0,0.869
Kepler-1568 b,Kepler-1568,2.24,1.3,20.925392,Transit,2016,5956.0,1.19
Kepler-1207 b,Kepler-1207,3.26,1.62,13.68237119,Transit,2016,5909.0,1.06
HATS-23 b,HATS-23,467.2101,20.84874,2.1605156,Transit,2017,5780.0,1.199
Kepler-1636 b,Kepler-1636,10.5,3.23,425.47785,Transit,2016,5797.0,1.02
K2-207 b,K2-207,7.3,2.60585269,12.48749,Transit,2018,5522.0,0.928158
Kepler-1822 b,Kepler-1822,7.5,2.64755943,22.13339996,Transit,2021,5165.0,0.702
HD 28678 b,HD 28678,490.09386,13.5,380.2,Radial Velocity,2011,4972.0,6.48
HD 189733 b,HD 189733,359.1479,12.66617,2.21857567,Radial Velocity,2005,5052.0,0.75
Kepler-164 c,Kepler-164,7.9,2.73,10.945723,Transit,2014,5888.0,1.148
HD 20781 b,HD 20781,1.93,1.21,5.3135,Radial Velocity,2019,5256.0,0.833609
Kepler-712 b,Kepler-712,11.5,3.41,21.02247699,Transit,2016,5148.0,0.78
Kepler-208 c,Kepler-208,2.51,1.39,7.466623,Transit,2014,6092.0,1.314
TIC 38828280 b,TIC 38828280,7.4,2.62701629,4.85558984762,Transit,2026,5046.63,0.741147
K2-192 b,K2-192,2.92,1.52,4.162817,Transit,2018,5222.0,0.81
Kepler-1123 b,Kepler-1123,3.43,1.67,4.33946454,Transit,2016,5500.0,0.9
HD 114082 b,HD 114082,2542.627256,11.2089807,109.75,Radial Velocity,2022,6651.0,1.49
TOI-1238 b,TOI-1238,3.76,1.21,0.764597,Transit,2022,4089.0,0.58
K2-282 b,K2-282,6.8,2.5,4.169783,Transit,2018,5499.0,1.0
HD 121504 b,HD 121504,479.9233,13.6,63.33,Radial Velocity,2003,6027.0,1.07
Kepler-38 b,Kepler-38,122.0,4.3,105.599,Transit,2012,5623.0,1.752
WASP-133 b,WASP-133,368.6828,13.56289,2.176423,Transit,2016,5700.0,1.44
HAT-P-1 b,HAT-P-1,166.86075,14.784671,4.46529976,Transit,2006,5980.0,1.174
TIC 46432937 b,TIC 46432937,1017.0509024,13.31626907,1.44044527,Transit,2024,3572.0,0.5299
Kepler-255 d,Kepler-255,2.3,1.32,1.045622658,Transit,2016,5431.0,0.86
HD 63454 b,HD 63454,79.4575,12.31,2.81805,Radial Velocity,2005,4812.0,0.77
HD 6718 b,HD 6718,762.7881768,13.3,2476.0,Radial Velocity,2009,5746.0,1.02
Kepler-167 b,Kepler-167,3.6,1.718,4.3931539,Transit,2014,4884.0,0.749
Kepler-483 b,Kepler-483,10.4,3.21,30.229104,Transit,2016,6346.0,1.47
BD+20 594 b,BD+20 594,22.2481,2.57807,41.6855,Transit,2016,5766.0,1.08
TYC 0434-04538-1 b,TYC 0434-04538-1,1938.763,12.7,193.2,Radial Velocity,2021,4679.0,9.99
Kepler-1243 b,Kepler-1243,3.71,1.75,16.8320729,Transit,2016,5667.0,0.94
HD 73534 b,HD 73534,353.42696,13.7,1750.0,Radial Velocity,2008,4917.0,2.58
Kepler-1494 b,Kepler-1494,9.64,3.07,91.080482,Transit,2016,5659.0,0.94
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,699.2224954,13.3,,Microlensing,2022,,
Kepler-186 e,Kepler-186,2.15,1.27,22.407704,Transit,2014,3788.0,0.472
24 Sex c,24 Sex,273.32,13.9,883.0,Radial Velocity,2010,5098.0,4.9
TIC 87422071 b,TIC 87422071,409.99864503,10.8615023,11.364929,Transit,2026,6150.0,1.489
GJ 3988 b,GJ 3988,3.69,1.74,6.9442,Radial Velocity,2023,3273.0,0.19734
HD 9446 c,HD 9446,578.426,13.4,192.9,Radial Velocity,2009,5793.0,1.0
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,301.93698665,13.8,,Microlensing,2024,,
HD 35843 b,HD 35843,5.84,2.29,9.8991,Radial Velocity,2025,5666.0,0.897
Kepler-116 b,Kepler-116,11.6,3.42,5.968734,Transit,2014,6142.0,1.454
K2-284 b,K2-284,8.15,2.78,4.795069,Transit,2018,4140.0,0.607
LP 714-47 b,LP 714-47,30.8,4.7,4.052037,Transit,2020,3950.0,0.584
Kepler-1958 b,Kepler-1958,4.86,2.05124311,9.328619957,Transit,2021,5749.0,0.864
HD 152581 b,HD 152581,594.02427,13.4,686.5,Radial Velocity,2011,5027.0,5.14
Kepler-74 b,Kepler-74,200.22,10.76,7.340711,Transit,2013,6000.0,1.12
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,890.0,13.2,,Microlensing,2019,,
K2-347 b,K2-347,6.39,2.41,7.187257,Transit,2021,4599.0,0.63
Kepler-87 c,Kepler-87,6.4,6.14,191.2318,Transit,2013,5600.0,1.82
Kepler-812 b,Kepler-812,12.3,3.55,10.11716531,Transit,2016,6761.0,1.71
Kepler-80 e,Kepler-80,4.13,1.6,4.64489,Transit,2014,4540.0,0.678
K2-383 b,K2-383,3.07,1.564,1.865962,Transit,2022,5129.0,0.804
TOI-2266 b,TOI-2266,2.99,1.54,2.326318,Transit,2024,3200.0,0.24
WASP-23 b,WASP-23,280.95,10.783,2.9444256,Transit,2010,5150.0,0.765
Kepler-1265 b,Kepler-1265,2.39,1.35,6.49441289,Transit,2016,4630.0,0.69
NGTS-1 b,NGTS-1,258.07796,14.90797,2.647298,Transit,2017,3916.0,0.573
OGLE-2023-BLG-0766L b,OGLE-2023-BLG-0766L,349.6112477,13.7,,Microlensing,2026,,
Kepler-1187 b,Kepler-1187,7.32,2.61,18.87064068,Transit,2016,5975.0,1.09
K2-400 b,K2-400,1.67,1.163,3.865053,Transit,2022,3578.0,0.382
Kepler-164 e,Kepler-164,16.7,4.24,94.886902,Transit,2023,5888.0,1.097
Kepler-184 b,Kepler-184,6.17,2.36,10.687576,Transit,2014,5788.0,0.873
HD 332231 b,HD 332231,74.1,9.07303305,18.712024,Transit,2020,6128.0,1.266
TOI-1199 b,TOI-1199,75.96098927,10.5140239,3.671463,Transit,2024,5710.0,1.45
TOI-4961 b,TOI-4961,572.0911326,12.34108775,7.479182,Transit,2025,5380.0,0.912
Kepler-75 b,Kepler-75,3209.9,11.77,8.8849116,Transit,2013,5200.0,0.89
HD 39091 b,HD 39091,4481.3805387,12.3,2088.8,Radial Velocity,2001,5998.0,1.17
HAT-P-3 b,HAT-P-3,206.5895,10.53646,2.8997,Transit,2007,5185.0,0.87
HD 30562 b,HD 30562,467.20775829,13.6,1157.0,Radial Velocity,2009,5882.0,1.61
Kepler-233 c,Kepler-233,7.8,2.71,60.418955,Transit,2014,5360.0,0.758
BD-10 3166 b,BD-10 3166,187.5197,14.1,3.48777,Radial Velocity,2000,5393.0,0.91
HAT-P-11 c,HAT-P-11,851.78013076,13.2,3361.0,Radial Velocity,2018,4653.0,0.683
Kepler-1834 c,Kepler-1834,1.98,1.22,0.766691517,Transit,2023,4821.0,0.788
Kepler-207 c,Kepler-207,2.86,1.5,3.071571,Transit,2014,5920.0,1.588
Kepler-118 c,Kepler-118,45.7,7.68,20.17202,Transit,2014,5274.0,1.094
HATS-55 b,HATS-55,292.72143,14.022459,4.2042001,Transit,2019,6214.0,1.126
Kepler-822 b,Kepler-822,3.78,1.77,3.222969273,Transit,2016,5928.0,1.08
Kepler-292 e,Kepler-292,7.61,2.67,11.97901,Transit,2014,5299.0,0.826
Kepler-444 e,Kepler-444,0.1,0.546,7.743493,Transit,2015,5046.0,0.752
bet Pic d,bet Pic,762.7881768,14.12331568,33200.0,Imaging,2026,8038.68,1.54416
HD 183263 c,HD 183263,2958.98246917,12.5,4667.97841,Radial Velocity,2008,5948.0,1.23
Kepler-654 b,Kepler-654,4.94,2.07,13.72465129,Transit,2016,5865.0,1.11
91 Aqr b,91 Aqr,1017.0,13.1,181.4,Radial Velocity,2013,4665.0,11.0
Kepler-864 b,Kepler-864,6.35,2.4,5.83376092,Transit,2016,5754.0,1.0
Kepler-1628 b,Kepler-1628,33.8,6.43,76.378033,Transit,2016,3724.0,0.52
Kepler-944 b,Kepler-944,7.41,2.63,43.3167737,Transit,2016,5409.0,0.83
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,20.1,4.73,,Microlensing,2022,,
HD 181720 b,HD 181720,127.132,14.0,956.0,Radial Velocity,2009,5736.0,1.5
Kepler-322 b,Kepler-322,1.01,1.01,1.653888,Transit,2014,5388.0,0.89
TOI-6677 b,TOI-6677,28.7,5.83507112,5.45060661625,Transit,2026,6572.28,1.57167
Kepler-1394 b,Kepler-1394,2.51,1.39,3.93766373,Transit,2016,6481.0,2.55
HD 109246 b,HD 109246,273.3338,13.9,68.27,Radial Velocity,2010,5844.0,1.07
Kepler-1672 b,Kepler-1672,9.11,2.97022762,150.878,Transit,2020,6131.95,1.08841
TOI-5489 c,TOI-5489,2.18,1.28,4.92126,Transit,2025,3547.0,0.42
Kepler-1744 b,Kepler-1744,13.6,3.76754004,37.10110092,Transit,2021,5986.0,0.85
TOI-4515 b,TOI-4515,637.0,12.17,15.266446,Transit,2024,5433.0,0.86
Ross 176 b,Ross 176,4.57,1.84,5.0066338,Transit,2025,4041.0,0.569
CoRoT-31 b,CoRoT-31,266.9772,16.36514,4.62941,Transit,2020,5700.0,2.15
TOI-1775 b,TOI-1775,96.0,8.04728896,10.2405549,Transit,2024,5284.0,0.8288
K2-73 c,K2-73,1142.0,13.0,1000.0,Radial Velocity,2025,5867.0,1.058
HAT-P-18 b,HAT-P-18,62.61,11.153,5.508023,Transit,2010,4803.0,0.749
K2-350 c,K2-350,7.95,2.74,19.991944,Transit,2016,5789.0,1.04
Kepler-129 c,Kepler-129,43.0,2.52,82.2,Transit,2014,5770.0,1.653
Kepler-1267 b,Kepler-1267,9.32,3.01,13.0313945,Transit,2016,6096.0,1.2
Kepler-1795 b,Kepler-1795,3.4,1.66301611,13.36019993,Transit,2021,4500.0,0.688
Kepler-903 c,Kepler-903,6.94,2.53,62.9228557,Transit,2016,5682.0,0.97
K2-312 c,HD 80653,1719.45168187,12.8,921.2,Radial Velocity,2023,5959.0,1.22
GJ 3293 c,GJ 3293,21.09,4.87,122.6196,Radial Velocity,2015,3466.0,0.404
TOI-5713 b,TOI-5713,3.78,1.77,10.441989,Transit,2024,3225.0,0.2992
2MASS J03590986+2009361 b,2MASS J03590986+2009361,5720.911326,12.2,,Imaging,2024,2943.0,0.289776
K2-285 b,K2-285,9.68,2.59,3.471745,Transit,2018,4975.0,0.787
TOI-4184 b,TOI-4184,6.48,2.43,4.9019804,Transit,2023,3238.0,0.2347
Kepler-220 c,Kepler-220,3.09,1.57,9.034199,Transit,2014,4632.0,0.666
Kepler-880 b,Kepler-880,7.56,2.66,7.71468975,Transit,2016,6761.0,1.74
HD 35843 c,HD 35843,11.32,2.54,46.9622,Transit,2025,5666.0,0.897
HATS-68 b,HATS-68,410.0007,13.809488,3.5862202,Transit,2018,6147.0,1.748
Kepler-324 b,Kepler-324,2414.4,1.14,4.385315,Transit,2014,5194.0,0.84
Kepler-1547 b,Kepler-1547,0.666,0.9,0.692979676,Transit,2016,6078.0,1.18
Kepler-116 c,Kepler-116,5.9,2.3,13.07163,Transit,2014,6142.0,1.454
Kepler-1076 b,Kepler-1076,0.437,0.8,6.14727918,Transit,2016,4868.0,0.74
nu Oph b,nu Oph,7057.73298,12.0,529.93,Radial Velocity,2012,4887.0,12.24
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,279.68899816,13.9,,Microlensing,2025,,
Kepler-170 b,Kepler-170,82.6,3.2,7.930592,Transit,2014,5679.0,1.035
HD 134987 c,HD 134987,260.0,13.9,5000.0,Radial Velocity,2009,5585.0,1.25
Kepler-530 b,Kepler-530,9.32,3.01,39.30941904,Transit,2016,5697.0,0.89
Kepler-1596 b,Kepler-1596,4.27,1.9,66.373379,Transit,2016,5706.0,0.92
Kepler-396 c,Kepler-396,17.9,5.3,88.505,Transit,2013,5656.0,1.06
WASP-88 b,WASP-88,133.4886,16.36514,4.954,Transit,2014,6430.0,1.8
Kepler-1438 b,Kepler-1438,0.779,0.94,2.31942009,Transit,2016,5530.0,0.96
GJ 15 A b,GJ 15 A,3.03,1.55,11.4407,Radial Velocity,2014,3607.0,0.38
TOI-157 b,TOI-157,375.0394,14.414774,2.0845435,Transit,2020,5404.0,1.167
